Job Title,Company,Location,Description,Key Responsibilities,Skills Required,Preferred Experience,Keywords
"VP, Customer Success",HappyCo,"Dallas, TX",Mentor and train teams in customer success best practices. This role requires expertise in Operational Efficiency and experience leading high-performing teams in a fast-paced environment.,"Collaborate with cross-functional teams to improve customer experience., Enhance operational efficiencies using data analytics., Drive customer satisfaction and retention efforts.","Data Visualization, Predictive Analytics, Team Leadership, Process Improvement, AI & Machine Learning","7+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","Predictive Analytics, CX Strategy, KPI Management"
Senior Customer Success Manager,Craftable,"San Francisco, CA",Lead and oversee customer success initiatives. This role requires expertise in KPI Management and experience leading high-performing teams in a fast-paced environment.,"Oversee call center operations and optimize support channels., Enhance operational efficiencies using data analytics., Implement automation tools for workflow optimization.","Predictive Analytics, CX Strategy, Data Visualization, AI & Machine Learning, Operational Efficiency","5+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","AI & Machine Learning, Process Improvement, CX Strategy"
Call Center Director,Take Command Health,"New York, NY",Collaborate with cross-functional teams to improve customer experience. This role requires expertise in Data Visualization and experience leading high-performing teams in a fast-paced environment.,"Develop and implement AI-driven customer engagement strategies., Oversee call center operations and optimize support channels., Collaborate with cross-functional teams to improve customer experience.","CRM Platforms (Salesforce, Zendesk), Predictive Analytics, KPI Management, Data Visualization, Process Improvement","10+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","Customer Success, Process Improvement, CX Strategy"
"VP, Customer Success",MongoDB,"San Francisco, CA",Drive customer satisfaction and retention efforts. This role requires expertise in Data Visualization and experience leading high-performing teams in a fast-paced environment.,"Develop and implement AI-driven customer engagement strategies., Develop strategic roadmaps for customer experience improvement., Oversee call center operations and optimize support channels.","CX Strategy, Operational Efficiency, Customer Success, Process Improvement, AI & Machine Learning","7+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","CRM Platforms (Salesforce, Zendesk), CX Strategy, Process Improvement"
Operations Manager,Qlik,"Austin, TX",Lead and oversee customer success initiatives. This role requires expertise in Process Improvement and experience leading high-performing teams in a fast-paced environment.,"Oversee call center operations and optimize support channels., Lead and oversee customer success initiatives., Implement automation tools for workflow optimization.","Team Leadership, CX Strategy, Data Visualization, Operational Efficiency, KPI Management","8+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","Predictive Analytics, CRM Platforms (Salesforce, Zendesk), Process Improvement"
Chief Operating Officer,HappyCo,"San Francisco, CA",Drive customer satisfaction and retention efforts. This role requires expertise in Customer Success and experience leading high-performing teams in a fast-paced environment.,"Oversee call center operations and optimize support channels., Utilize machine learning and predictive analytics to enhance customer insights., Develop and implement AI-driven customer engagement strategies.","Customer Success, Data Visualization, AI & Machine Learning, CX Strategy, Process Improvement","11+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","Process Improvement, KPI Management, Operational Efficiency"
Patient Access Manager,Amazon Web Services,"Dallas, TX",Collaborate with cross-functional teams to improve customer experience. This role requires expertise in Process Improvement and experience leading high-performing teams in a fast-paced environment.,"Enhance operational efficiencies using data analytics., Implement automation tools for workflow optimization., Lead and oversee customer success initiatives.","CRM Platforms (Salesforce, Zendesk), Team Leadership, Data Visualization, Customer Success, Predictive Analytics","15+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","Customer Success, Team Leadership, CX Strategy"
Senior Customer Success Manager,Fort Health,"Austin, TX",Lead and oversee customer success initiatives. This role requires expertise in Process Improvement and experience leading high-performing teams in a fast-paced environment.,"Oversee call center operations and optimize support channels., Lead and oversee customer success initiatives., Collaborate with cross-functional teams to improve customer experience.","Predictive Analytics, CX Strategy, Process Improvement, CRM Platforms (Salesforce, Zendesk), Team Leadership","14+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","Customer Success, KPI Management, Operational Efficiency"
Patient Access Manager,MongoDB,"San Francisco, CA",Collaborate with cross-functional teams to improve customer experience. This role requires expertise in Operational Efficiency and experience leading high-performing teams in a fast-paced environment.,"Develop strategic roadmaps for customer experience improvement., Lead and oversee customer success initiatives., Collaborate with cross-functional teams to improve customer experience.","Team Leadership, Data Visualization, Operational Efficiency, KPI Management, Process Improvement","8+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","Predictive Analytics, Customer Success, Data Visualization"
Director of Customer Support,Amazon Web Services,"New York, NY",Utilize machine learning and predictive analytics to enhance customer insights. This role requires expertise in Process Improvement and experience leading high-performing teams in a fast-paced environment.,"Collaborate with cross-functional teams to improve customer experience., Lead and oversee customer success initiatives., Implement automation tools for workflow optimization.","CX Strategy, Operational Efficiency, Customer Success, Team Leadership, Process Improvement","5+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","CX Strategy, KPI Management, AI & Machine Learning"
Senior Customer Success Manager,Signify Health,"New York, NY",Drive customer satisfaction and retention efforts. This role requires expertise in Customer Success and experience leading high-performing teams in a fast-paced environment.,"Drive customer satisfaction and retention efforts., Collaborate with cross-functional teams to improve customer experience., Utilize machine learning and predictive analytics to enhance customer insights.","Process Improvement, CX Strategy, Team Leadership, CRM Platforms (Salesforce, Zendesk), Data Visualization","9+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","Predictive Analytics, Operational Efficiency, Process Improvement"
Head of Operations,Protect AI,"Chicago, IL",Drive customer satisfaction and retention efforts. This role requires expertise in CX Strategy and experience leading high-performing teams in a fast-paced environment.,"Lead and oversee customer success initiatives., Oversee call center operations and optimize support channels., Mentor and train teams in customer success best practices.","Team Leadership, Predictive Analytics, Process Improvement, Data Visualization, AI & Machine Learning","5+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","CX Strategy, Predictive Analytics, CRM Platforms (Salesforce, Zendesk)"
Customer Experience Manager,MongoDB,"Dallas, TX",Utilize machine learning and predictive analytics to enhance customer insights. This role requires expertise in CX Strategy and experience leading high-performing teams in a fast-paced environment.,"Develop and implement AI-driven customer engagement strategies., Mentor and train teams in customer success best practices., Oversee call center operations and optimize support channels.","Customer Success, Predictive Analytics, CX Strategy, Operational Efficiency, Data Visualization","10+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","CX Strategy, AI & Machine Learning, Process Improvement"
Customer Experience Operations Manager,Stride Care,"San Francisco, CA",Drive customer satisfaction and retention efforts. This role requires expertise in Predictive Analytics and experience leading high-performing teams in a fast-paced environment.,"Lead and oversee customer success initiatives., Utilize machine learning and predictive analytics to enhance customer insights., Enhance operational efficiencies using data analytics.","Data Visualization, Customer Success, Predictive Analytics, CRM Platforms (Salesforce, Zendesk), KPI Management","12+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","CX Strategy, Predictive Analytics, Data Visualization"
Patient Access Manager,HappyCo,"Austin, TX",Drive customer satisfaction and retention efforts. This role requires expertise in Operational Efficiency and experience leading high-performing teams in a fast-paced environment.,"Oversee call center operations and optimize support channels., Utilize machine learning and predictive analytics to enhance customer insights., Implement automation tools for workflow optimization.","Team Leadership, CRM Platforms (Salesforce, Zendesk), AI & Machine Learning, KPI Management, Process Improvement","15+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","Customer Success, Operational Efficiency, Process Improvement"
Call Center Director,Stride Care,"Austin, TX",Collaborate with cross-functional teams to improve customer experience. This role requires expertise in Customer Success and experience leading high-performing teams in a fast-paced environment.,"Mentor and train teams in customer success best practices., Lead and oversee customer success initiatives., Oversee call center operations and optimize support channels.","Team Leadership, KPI Management, Operational Efficiency, Process Improvement, Data Visualization","12+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","Team Leadership, Predictive Analytics, CX Strategy"
Customer Experience Operations Manager,Matheson,"New York, NY","Mentor and train teams in customer success best practices. This role requires expertise in CRM Platforms (Salesforce, Zendesk) and experience leading high-performing teams in a fast-paced environment.","Mentor and train teams in customer success best practices., Lead and oversee customer success initiatives., Oversee call center operations and optimize support channels.","Customer Success, AI & Machine Learning, Data Visualization, Process Improvement, Predictive Analytics","15+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","CRM Platforms (Salesforce, Zendesk), Team Leadership, Operational Efficiency"
Customer Experience Manager,Fort Health,"Seattle, WA",Develop strategic roadmaps for customer experience improvement. This role requires expertise in Customer Success and experience leading high-performing teams in a fast-paced environment.,"Develop and implement AI-driven customer engagement strategies., Develop strategic roadmaps for customer experience improvement., Mentor and train teams in customer success best practices.","CRM Platforms (Salesforce, Zendesk), KPI Management, AI & Machine Learning, Process Improvement, CX Strategy","7+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","CX Strategy, KPI Management, AI & Machine Learning"
Director of Customer Support,CSC Serviceworks,"San Francisco, CA",Mentor and train teams in customer success best practices. This role requires expertise in Data Visualization and experience leading high-performing teams in a fast-paced environment.,"Mentor and train teams in customer success best practices., Implement automation tools for workflow optimization., Oversee call center operations and optimize support channels.","CX Strategy, Customer Success, Process Improvement, Predictive Analytics, KPI Management","10+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","Predictive Analytics, CRM Platforms (Salesforce, Zendesk), Team Leadership"
Patient Access Manager,HappyCo,"Chicago, IL","Develop and implement AI-driven customer engagement strategies. This role requires expertise in CRM Platforms (Salesforce, Zendesk) and experience leading high-performing teams in a fast-paced environment.","Drive customer satisfaction and retention efforts., Develop strategic roadmaps for customer experience improvement., Mentor and train teams in customer success best practices.","Operational Efficiency, Process Improvement, Predictive Analytics, Team Leadership, Data Visualization","6+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","Data Visualization, Operational Efficiency, Team Leadership"
Call Center Director,Craftable,"Austin, TX",Drive customer satisfaction and retention efforts. This role requires expertise in Data Visualization and experience leading high-performing teams in a fast-paced environment.,"Implement automation tools for workflow optimization., Enhance operational efficiencies using data analytics., Utilize machine learning and predictive analytics to enhance customer insights.","Predictive Analytics, Customer Success, Operational Efficiency, CX Strategy, KPI Management","13+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","Data Visualization, Operational Efficiency, Customer Success"
Customer Experience Operations Manager,CommandLink,"Dallas, TX",Lead and oversee customer success initiatives. This role requires expertise in Team Leadership and experience leading high-performing teams in a fast-paced environment.,"Develop strategic roadmaps for customer experience improvement., Drive customer satisfaction and retention efforts., Develop and implement AI-driven customer engagement strategies.","Process Improvement, KPI Management, AI & Machine Learning, Customer Success, CX Strategy","7+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","Process Improvement, Team Leadership, AI & Machine Learning"
Patient Access Manager,Behavioral Health Group,"Seattle, WA","Lead and oversee customer success initiatives. This role requires expertise in CRM Platforms (Salesforce, Zendesk) and experience leading high-performing teams in a fast-paced environment.","Enhance operational efficiencies using data analytics., Collaborate with cross-functional teams to improve customer experience., Drive customer satisfaction and retention efforts.","Data Visualization, Operational Efficiency, AI & Machine Learning, KPI Management, Process Improvement","7+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","Predictive Analytics, Operational Efficiency, KPI Management"
Head of Operations,Amazon Web Services,"Seattle, WA",Develop and implement AI-driven customer engagement strategies. This role requires expertise in Data Visualization and experience leading high-performing teams in a fast-paced environment.,"Enhance operational efficiencies using data analytics., Develop strategic roadmaps for customer experience improvement., Lead and oversee customer success initiatives.","CRM Platforms (Salesforce, Zendesk), Data Visualization, Process Improvement, Customer Success, KPI Management","5+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","Data Visualization, Operational Efficiency, CX Strategy"
Operations Manager,Amazon Web Services,"New York, NY",Lead and oversee customer success initiatives. This role requires expertise in KPI Management and experience leading high-performing teams in a fast-paced environment.,"Drive customer satisfaction and retention efforts., Oversee call center operations and optimize support channels., Develop strategic roadmaps for customer experience improvement.","Team Leadership, Customer Success, Process Improvement, CRM Platforms (Salesforce, Zendesk), Operational Efficiency","7+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","Customer Success, CRM Platforms (Salesforce, Zendesk), Operational Efficiency"
Senior Customer Success Manager,Qlik,"Dallas, TX",Develop strategic roadmaps for customer experience improvement. This role requires expertise in Operational Efficiency and experience leading high-performing teams in a fast-paced environment.,"Develop strategic roadmaps for customer experience improvement., Oversee call center operations and optimize support channels., Collaborate with cross-functional teams to improve customer experience.","Customer Success, Process Improvement, AI & Machine Learning, CRM Platforms (Salesforce, Zendesk), Team Leadership","13+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","Predictive Analytics, Team Leadership, Customer Success"
Infusion Customer Service Manager,OrthoTexas Physicians & Surgeons,"Seattle, WA",Implement automation tools for workflow optimization. This role requires expertise in CX Strategy and experience leading high-performing teams in a fast-paced environment.,"Enhance operational efficiencies using data analytics., Utilize machine learning and predictive analytics to enhance customer insights., Mentor and train teams in customer success best practices.","Predictive Analytics, Operational Efficiency, AI & Machine Learning, Process Improvement, Team Leadership","13+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","CX Strategy, CRM Platforms (Salesforce, Zendesk), KPI Management"
Customer Experience Manager,Stride Care,"Austin, TX",Mentor and train teams in customer success best practices. This role requires expertise in Process Improvement and experience leading high-performing teams in a fast-paced environment.,"Mentor and train teams in customer success best practices., Utilize machine learning and predictive analytics to enhance customer insights., Develop strategic roadmaps for customer experience improvement.","AI & Machine Learning, Team Leadership, Operational Efficiency, KPI Management, CX Strategy","6+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","KPI Management, Team Leadership, AI & Machine Learning"
Infusion Customer Service Manager,MTM LLC,"Chicago, IL",Collaborate with cross-functional teams to improve customer experience. This role requires expertise in CX Strategy and experience leading high-performing teams in a fast-paced environment.,"Develop strategic roadmaps for customer experience improvement., Collaborate with cross-functional teams to improve customer experience., Develop and implement AI-driven customer engagement strategies.","Operational Efficiency, Predictive Analytics, AI & Machine Learning, Customer Success, Team Leadership","14+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","CX Strategy, Predictive Analytics, Process Improvement"
Director of CX Operations,Fort Health,"Chicago, IL",Implement automation tools for workflow optimization. This role requires expertise in Team Leadership and experience leading high-performing teams in a fast-paced environment.,"Mentor and train teams in customer success best practices., Collaborate with cross-functional teams to improve customer experience., Drive customer satisfaction and retention efforts.","Data Visualization, Operational Efficiency, Predictive Analytics, Team Leadership, Process Improvement","13+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","Customer Success, Data Visualization, KPI Management"
Customer Success Manager,Fort Health,"San Francisco, CA","Implement automation tools for workflow optimization. This role requires expertise in CRM Platforms (Salesforce, Zendesk) and experience leading high-performing teams in a fast-paced environment.","Mentor and train teams in customer success best practices., Develop and implement AI-driven customer engagement strategies., Develop strategic roadmaps for customer experience improvement.","AI & Machine Learning, CRM Platforms (Salesforce, Zendesk), CX Strategy, Process Improvement, KPI Management","10+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","Data Visualization, Customer Success, Operational Efficiency"
Director of Customer Support,Stride Care,"Chicago, IL",Implement automation tools for workflow optimization. This role requires expertise in Team Leadership and experience leading high-performing teams in a fast-paced environment.,"Lead and oversee customer success initiatives., Oversee call center operations and optimize support channels., Develop and implement AI-driven customer engagement strategies.","Data Visualization, CRM Platforms (Salesforce, Zendesk), Customer Success, KPI Management, Team Leadership","11+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","AI & Machine Learning, CX Strategy, Team Leadership"
Customer Experience Manager,OrthoTexas Physicians & Surgeons,"New York, NY",Enhance operational efficiencies using data analytics. This role requires expertise in Predictive Analytics and experience leading high-performing teams in a fast-paced environment.,"Enhance operational efficiencies using data analytics., Develop strategic roadmaps for customer experience improvement., Implement automation tools for workflow optimization.","Customer Success, KPI Management, CRM Platforms (Salesforce, Zendesk), AI & Machine Learning, Predictive Analytics","13+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","CX Strategy, Operational Efficiency, Customer Success"
Operations Manager,HappyCo,"Seattle, WA",Oversee call center operations and optimize support channels. This role requires expertise in KPI Management and experience leading high-performing teams in a fast-paced environment.,"Drive customer satisfaction and retention efforts., Oversee call center operations and optimize support channels., Develop and implement AI-driven customer engagement strategies.","Team Leadership, Operational Efficiency, CRM Platforms (Salesforce, Zendesk), AI & Machine Learning, Customer Success","8+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","CRM Platforms (Salesforce, Zendesk), Process Improvement, Team Leadership"
Patient Access Manager,Medix Infusion,"New York, NY",Enhance operational efficiencies using data analytics. This role requires expertise in CX Strategy and experience leading high-performing teams in a fast-paced environment.,"Lead and oversee customer success initiatives., Enhance operational efficiencies using data analytics., Collaborate with cross-functional teams to improve customer experience.","CX Strategy, Data Visualization, AI & Machine Learning, CRM Platforms (Salesforce, Zendesk), KPI Management","6+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","Operational Efficiency, CX Strategy, Data Visualization"
Head of Operations,MTM LLC,Remote,Mentor and train teams in customer success best practices. This role requires expertise in Predictive Analytics and experience leading high-performing teams in a fast-paced environment.,"Collaborate with cross-functional teams to improve customer experience., Develop and implement AI-driven customer engagement strategies., Oversee call center operations and optimize support channels.","Operational Efficiency, Data Visualization, CX Strategy, Process Improvement, CRM Platforms (Salesforce, Zendesk)","15+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","Data Visualization, KPI Management, Team Leadership"
Director of Customer Support,MTM LLC,"Dallas, TX",Implement automation tools for workflow optimization. This role requires expertise in CX Strategy and experience leading high-performing teams in a fast-paced environment.,"Develop and implement AI-driven customer engagement strategies., Implement automation tools for workflow optimization., Develop strategic roadmaps for customer experience improvement.","Process Improvement, Operational Efficiency, KPI Management, Data Visualization, Customer Success","11+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","CRM Platforms (Salesforce, Zendesk), Predictive Analytics, CX Strategy"
Call Center Director,Behavioral Health Group,"Chicago, IL","Oversee call center operations and optimize support channels. This role requires expertise in CRM Platforms (Salesforce, Zendesk) and experience leading high-performing teams in a fast-paced environment.","Lead and oversee customer success initiatives., Mentor and train teams in customer success best practices., Implement automation tools for workflow optimization.","Team Leadership, Data Visualization, Predictive Analytics, Customer Success, CRM Platforms (Salesforce, Zendesk)","7+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","Data Visualization, Team Leadership, Operational Efficiency"
Director of CX Operations,HappyCo,Remote,Develop strategic roadmaps for customer experience improvement. This role requires expertise in Customer Success and experience leading high-performing teams in a fast-paced environment.,"Collaborate with cross-functional teams to improve customer experience., Implement automation tools for workflow optimization., Develop and implement AI-driven customer engagement strategies.","Data Visualization, CRM Platforms (Salesforce, Zendesk), CX Strategy, Operational Efficiency, Team Leadership","12+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","Data Visualization, AI & Machine Learning, Operational Efficiency"
Senior AI Solutions Partner,Qlik,Remote,Develop and implement AI-driven customer engagement strategies. This role requires expertise in CX Strategy and experience leading high-performing teams in a fast-paced environment.,"Lead and oversee customer success initiatives., Enhance operational efficiencies using data analytics., Collaborate with cross-functional teams to improve customer experience.","AI & Machine Learning, Team Leadership, CRM Platforms (Salesforce, Zendesk), Process Improvement, Predictive Analytics","8+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","Operational Efficiency, Predictive Analytics, Customer Success"
Patient Access Manager,MTM LLC,"Chicago, IL",Drive customer satisfaction and retention efforts. This role requires expertise in AI & Machine Learning and experience leading high-performing teams in a fast-paced environment.,"Enhance operational efficiencies using data analytics., Mentor and train teams in customer success best practices., Develop strategic roadmaps for customer experience improvement.","CX Strategy, Team Leadership, Operational Efficiency, KPI Management, Data Visualization","7+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","CX Strategy, Data Visualization, Customer Success"
Senior Customer Success Manager,Take Command Health,"Austin, TX",Develop strategic roadmaps for customer experience improvement. This role requires expertise in Operational Efficiency and experience leading high-performing teams in a fast-paced environment.,"Implement automation tools for workflow optimization., Enhance operational efficiencies using data analytics., Collaborate with cross-functional teams to improve customer experience.","Process Improvement, AI & Machine Learning, Data Visualization, Operational Efficiency, CX Strategy","8+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","Team Leadership, Customer Success, Predictive Analytics"
Customer Experience Manager,Medix Infusion,"Dallas, TX",Collaborate with cross-functional teams to improve customer experience. This role requires expertise in Process Improvement and experience leading high-performing teams in a fast-paced environment.,"Drive customer satisfaction and retention efforts., Oversee call center operations and optimize support channels., Lead and oversee customer success initiatives.","Team Leadership, Predictive Analytics, Operational Efficiency, CRM Platforms (Salesforce, Zendesk), Data Visualization","9+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","Process Improvement, CX Strategy, Predictive Analytics"
Operations Manager,Amazon Web Services,Remote,Develop and implement AI-driven customer engagement strategies. This role requires expertise in Customer Success and experience leading high-performing teams in a fast-paced environment.,"Enhance operational efficiencies using data analytics., Develop strategic roadmaps for customer experience improvement., Implement automation tools for workflow optimization.","Operational Efficiency, Process Improvement, CX Strategy, Team Leadership, Customer Success","5+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","Customer Success, Process Improvement, Team Leadership"
Customer Success Manager,Qlik,"San Francisco, CA",Utilize machine learning and predictive analytics to enhance customer insights. This role requires expertise in Customer Success and experience leading high-performing teams in a fast-paced environment.,"Develop and implement AI-driven customer engagement strategies., Mentor and train teams in customer success best practices., Implement automation tools for workflow optimization.","KPI Management, Process Improvement, Team Leadership, Customer Success, CX Strategy","10+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","Team Leadership, KPI Management, Customer Success"
Call Center Director,CommandLink,"Seattle, WA",Implement automation tools for workflow optimization. This role requires expertise in Process Improvement and experience leading high-performing teams in a fast-paced environment.,"Develop and implement AI-driven customer engagement strategies., Develop strategic roadmaps for customer experience improvement., Utilize machine learning and predictive analytics to enhance customer insights.","CRM Platforms (Salesforce, Zendesk), Data Visualization, Operational Efficiency, Process Improvement, CX Strategy","7+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","Process Improvement, CX Strategy, Predictive Analytics"
Senior Customer Success Manager,Stride Care,"San Francisco, CA",Collaborate with cross-functional teams to improve customer experience. This role requires expertise in Predictive Analytics and experience leading high-performing teams in a fast-paced environment.,"Collaborate with cross-functional teams to improve customer experience., Mentor and train teams in customer success best practices., Enhance operational efficiencies using data analytics.","Predictive Analytics, Process Improvement, AI & Machine Learning, CRM Platforms (Salesforce, Zendesk), Operational Efficiency","11+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","Team Leadership, Data Visualization, Predictive Analytics"
"VP, Customer Success",Fort Health,"Seattle, WA",Develop and implement AI-driven customer engagement strategies. This role requires expertise in Process Improvement and experience leading high-performing teams in a fast-paced environment.,"Oversee call center operations and optimize support channels., Develop strategic roadmaps for customer experience improvement., Develop and implement AI-driven customer engagement strategies.","CX Strategy, CRM Platforms (Salesforce, Zendesk), Process Improvement, KPI Management, Predictive Analytics","5+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","Process Improvement, Team Leadership, Operational Efficiency"
Chief Operating Officer,Amazon Web Services,"San Francisco, CA","Lead and oversee customer success initiatives. This role requires expertise in CRM Platforms (Salesforce, Zendesk) and experience leading high-performing teams in a fast-paced environment.","Implement automation tools for workflow optimization., Collaborate with cross-functional teams to improve customer experience., Lead and oversee customer success initiatives.","Data Visualization, Operational Efficiency, Team Leadership, Process Improvement, AI & Machine Learning","9+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","Team Leadership, CX Strategy, CRM Platforms (Salesforce, Zendesk)"
Operations Manager,Amazon Web Services,"Austin, TX",Oversee call center operations and optimize support channels. This role requires expertise in Customer Success and experience leading high-performing teams in a fast-paced environment.,"Develop strategic roadmaps for customer experience improvement., Enhance operational efficiencies using data analytics., Utilize machine learning and predictive analytics to enhance customer insights.","Customer Success, CX Strategy, Operational Efficiency, Process Improvement, Predictive Analytics","11+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","Data Visualization, KPI Management, CRM Platforms (Salesforce, Zendesk)"
Director of Customer Support,"Vizient, Inc.","Chicago, IL",Enhance operational efficiencies using data analytics. This role requires expertise in Customer Success and experience leading high-performing teams in a fast-paced environment.,"Mentor and train teams in customer success best practices., Implement automation tools for workflow optimization., Lead and oversee customer success initiatives.","Customer Success, Data Visualization, CX Strategy, Team Leadership, Operational Efficiency","7+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","Team Leadership, Data Visualization, Predictive Analytics"
Director of CX Operations,Matheson,Remote,Develop and implement AI-driven customer engagement strategies. This role requires expertise in CX Strategy and experience leading high-performing teams in a fast-paced environment.,"Implement automation tools for workflow optimization., Oversee call center operations and optimize support channels., Develop strategic roadmaps for customer experience improvement.","Team Leadership, Operational Efficiency, CX Strategy, Process Improvement, AI & Machine Learning","7+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","Data Visualization, Team Leadership, CX Strategy"
Head of Operations,HappyCo,"Seattle, WA",Develop and implement AI-driven customer engagement strategies. This role requires expertise in Customer Success and experience leading high-performing teams in a fast-paced environment.,"Enhance operational efficiencies using data analytics., Implement automation tools for workflow optimization., Lead and oversee customer success initiatives.","Operational Efficiency, Predictive Analytics, Customer Success, CRM Platforms (Salesforce, Zendesk), AI & Machine Learning","10+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","Process Improvement, Operational Efficiency, CX Strategy"
Director of Call Center Operations,"Vizient, Inc.","Austin, TX","Enhance operational efficiencies using data analytics. This role requires expertise in CRM Platforms (Salesforce, Zendesk) and experience leading high-performing teams in a fast-paced environment.","Develop and implement AI-driven customer engagement strategies., Oversee call center operations and optimize support channels., Lead and oversee customer success initiatives.","CX Strategy, Data Visualization, KPI Management, Operational Efficiency, CRM Platforms (Salesforce, Zendesk)","9+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","KPI Management, Predictive Analytics, AI & Machine Learning"
Director of Customer Support,"Vizient, Inc.","Austin, TX",Oversee call center operations and optimize support channels. This role requires expertise in Customer Success and experience leading high-performing teams in a fast-paced environment.,"Collaborate with cross-functional teams to improve customer experience., Oversee call center operations and optimize support channels., Enhance operational efficiencies using data analytics.","CX Strategy, Process Improvement, AI & Machine Learning, Customer Success, Team Leadership","5+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","KPI Management, Data Visualization, CX Strategy"
"VP, Customer Success",Matheson,"San Francisco, CA","Utilize machine learning and predictive analytics to enhance customer insights. This role requires expertise in CRM Platforms (Salesforce, Zendesk) and experience leading high-performing teams in a fast-paced environment.","Implement automation tools for workflow optimization., Lead and oversee customer success initiatives., Oversee call center operations and optimize support channels.","CX Strategy, Process Improvement, CRM Platforms (Salesforce, Zendesk), Team Leadership, Operational Efficiency","7+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","CX Strategy, CRM Platforms (Salesforce, Zendesk), Predictive Analytics"
Director of Customer Support,Fort Health,"Dallas, TX","Lead and oversee customer success initiatives. This role requires expertise in CRM Platforms (Salesforce, Zendesk) and experience leading high-performing teams in a fast-paced environment.","Lead and oversee customer success initiatives., Drive customer satisfaction and retention efforts., Enhance operational efficiencies using data analytics.","Process Improvement, Operational Efficiency, CRM Platforms (Salesforce, Zendesk), AI & Machine Learning, Team Leadership","7+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","Customer Success, KPI Management, Data Visualization"
